"Knock Off","Dark","Physical",65,100,20,0,"normal","If the target is holding an item that can be removed from it, ignoring the Sticky Hold Ability, this move's power is multiplied by 1.5. If the user has not fainted, the target loses its held item. This move cannot remove Z-Crystals, cause Pokemon with the Sticky Hold Ability to lose their held item, cause Pokemon that can Mega Evolve to lose the Mega Stone for their species, or cause a Kyogre, a Groudon, a Giratina, an Arceus, a Genesect, or a Silvally to lose their Blue Orb, Red Orb, Griseous Orb, Plate, Drive, or Memory respectively. Items lost to this move cannot be regained with Recycle or the Harvest Ability.",
"Land's Wrath","Ground","Physical",90,100,10,0,"allAdjacentFoes","No additional effect.",
"Laser Focus","Normal","Status",0,true,30,0,"self","Until the end of the next turn, the user's attacks will be critical hits.",
"Last Resort","Normal","Physical",140,100,5,0,"normal","This move fails unless the user knows this move and at least one other move, and has used all the other moves it knows at least once each since it became active or Transformed.",
"Lava Plume","Fire","Special",80,100,15,0,"allAdjacent","Has a 30% chance to burn the target.",
"Leaf Blade","Grass","Physical",90,100,15,0,"normal","Has a higher chance for a critical hit.",
"Leaf Storm","Grass","Special",130,90,5,0,"normal","Lowers the user's Special Attack by 2 stages.",
"Leaf Tornado","Grass","Special",65,90,10,0,"normal","Has a 50% chance to lower the target's accuracy by 1 stage.",
"Leafage","Grass","Physical",40,100,40,0,"normal","No additional effect.",
"Leech Life","Bug","Physical",80,100,10,0,"normal","The user recovers 1/2 the HP lost by the target, rounded half up. If Big Root is held by the user, the HP recovered is 1.3x normal, rounded half down.",
"Leech Seed","Grass","Status",0,90,10,0,"normal","The Pokemon at the user's position steals 1/8 of the target's maximum HP, rounded down, at the end of each turn. If Big Root is held by the recipient, the HP recovered is 1.3x normal, rounded half down. If the target uses Baton Pass, the replacement will continue being leeched. If the target switches out or uses Rapid Spin successfully, the effect ends. Grass-type Pokemon are immune to this move on use, but not its effect.",
"Leer","Normal","Status",0,100,30,0,"allAdjacentFoes","Lowers the target's Defense by 1 stage.",
"Let's Snuggle Forever","Fairy","Physical",190,true,1,0,"normal","No additional effect.",
"Lick","Ghost","Physical",30,100,30,0,"normal","Has a 30% chance to paralyze the target.",
"Light Screen","Psychic","Status",0,true,30,0,"allySide","For 5 turns, the user and its party members take 0.5x damage from special attacks, or 0.66x damage if in a Double Battle. Damage is not reduced further with Aurora Veil. Critical hits ignore this effect. It is removed from the user's side if the user or an ally is successfully hit by Brick Break, Psychic Fangs, or Defog. Lasts for 8 turns if the user is holding Light Clay. Fails if the effect is already active on the user's side.",
"Light That Burns the Sky","Psychic","Special",200,true,1,0,"normal","This move becomes a physical attack if the user's Attack is greater than its Special Attack, including stat stage changes. This move and its effects ignore the Abilities of other Pokemon.",
"Liquidation","Water","Physical",85,100,10,0,"normal","Has a 20% chance to lower the target's Defense by 1 stage.",
"Lock-On","Normal","Status",0,true,5,0,"normal","Until the end of the next turn, the target cannot avoid the user's moves, even if the target is in the middle of a two-turn move. The effect ends if either the user or the target leaves the field. Fails if this effect is active for the user.",
"Lovely Kiss","Normal","Status",0,75,10,0,"normal","Causes the target to fall asleep.",
"Low Kick","Fighting","Physical",0,100,20,0,"normal","This move's power is 20 if the target weighs less than 10 kg, 40 if less than 25 kg, 60 if less than 50 kg, 80 if less than 100 kg, 100 if less than 200 kg, and 120 if greater than or equal to 200 kg.",
"Low Sweep","Fighting","Physical",65,100,20,0,"normal","Has a 100% chance to lower the target's Speed by 1 stage.",
"Lucky Chant","Normal","Status",0,true,30,0,"allySide","For 5 turns, the user and its party members cannot be struck by a critical hit. Fails if the effect is already active on the user's side.",
"Lunar Dance","Psychic","Status",0,true,10,0,"self","The user faints and the Pokemon brought out to replace it has its HP and PP fully restored along with having any non-volatile status condition cured. The new Pokemon is sent out at the end of the turn, and the healing happens before hazards take effect. Fails if the user is the last unfainted Pokemon in its party.",
"Lunge","Bug","Physical",80,100,15,0,"normal","Has a 100% chance to lower the target's Attack by 1 stage.",
"Luster Purge","Psychic","Special",70,100,5,0,"normal","Has a 50% chance to lower the target's Special Defense by 1 stage.",
"Mach Punch","Fighting","Physical",40,100,30,1,"normal","No additional effect.",
"Magic Coat","Psychic","Status",0,true,15,4,"self","Until the end of the turn, the user is unaffected by certain non-damaging moves directed at it and will instead use such moves against the original user. Moves reflected in this way are unable to be reflected again by this or the Magic Bounce Ability's effect. Spikes, Stealth Rock, Sticky Web, and Toxic Spikes can only be reflected once per side, by the leftmost Pokemon under this or the Magic Bounce Ability's effect. The Lightning Rod and Storm Drain Abilities redirect their respective moves before this move takes effect.",
"Magic Room","Psychic","Status",0,true,10,0,"all","For 5 turns, the held items of all active Pokemon have no effect. An item's effect of causing forme changes is unaffected, but any other effects from such items are negated. During the effect, Fling and Natural Gift are prevented from being used by all active Pokemon. If this move is used during the effect, the effect ends.",
"Magical Leaf","Grass","Special",60,true,20,0,"normal","This move does not check accuracy.",
"Magma Storm","Fire","Special",100,75,5,0,"normal","Prevents the target from switching for four or five turns (seven turns if the user is holding Grip Claw). Causes damage to the target equal to 1/8 of its maximum HP (1/6 if the user is holding Binding Band), rounded down, at the end of each turn during effect. The target can still switch out if it is holding Shed Shell or uses Baton Pass, Parting Shot, U-turn, or Volt Switch. The effect ends if either the user or the target leaves the field, or if the target uses Rapid Spin or Substitute successfully. This effect is not stackable or reset by using this or another binding move.",
"Magnet Bomb","Steel","Physical",60,true,20,0,"normal","This move does not check accuracy.",
"Magnet Rise","Electric","Status",0,true,10,0,"self","For 5 turns, the user is immune to Ground-type attacks and the effects of Spikes, Toxic Spikes, Sticky Web, and the Arena Trap Ability as long as it remains active. If the user uses Baton Pass, the replacement will gain the effect. Ingrain, Smack Down, Thousand Arrows, and Iron Ball override this move if the user is under any of their effects. Fails if the user is already under this effect or the effects of Ingrain, Smack Down, or Thousand Arrows.",
"Magnetic Flux","Electric","Status",0,true,20,0,"allySide","Raises the Defense and Special Defense of Pokemon on the user's side with the Plus or Minus Abilities by 1 stage.",
"Magnitude","Ground","Physical",0,100,30,0,"allAdjacent","The power of this move varies; 5% chances for 10 and 150 power, 10% chances for 30 and 110 power, 20% chances for 50 and 90 power, and 30% chance for 70 power. Damage doubles if the target is using Dig.",
"Malicious Moonsault","Dark","Physical",180,true,1,0,"normal","Damage doubles and no accuracy check is done if the target has used Minimize while active.",
"Mat Block","Fighting","Status",0,true,10,0,"allySide","The user and its party members are protected from damaging attacks made by other Pokemon, including allies, during this turn. Fails unless it is the user's first turn on the field, if the user moves last this turn, or if this move is already in effect for the user's side.",
"Me First","Normal","Status",0,true,20,0,"adjacentFoe","The user uses the move the target chose for use this turn against it, if possible, with its power multiplied by 1.5. The move must be a damaging move other than Beak Blast, Belch, Chatter, Counter, Covet, Focus Punch, Me First, Metal Burst, Mirror Coat, Shell Trap, Struggle, Thief, or any Z-Move. Fails if the target moves before the user. Ignores the target's substitute for the purpose of copying the move.",
"Mean Look","Normal","Status",0,true,5,0,"normal","Prevents the target from switching out. The target can still switch out if it is holding Shed Shell or uses Baton Pass, Parting Shot, U-turn, or Volt Switch. If the target leaves the field using Baton Pass, the replacement will remain trapped. The effect ends if the user leaves the field.",
"Meditate","Psychic","Status",0,true,40,0,"self","Raises the user's Attack by 1 stage.",
"Mega Drain","Grass","Special",40,100,15,0,"normal","The user recovers 1/2 the HP lost by the target, rounded half up. If Big Root is held by the user, the HP recovered is 1.3x normal, rounded half down.",
"Mega Kick","Normal","Physical",120,75,5,0,"normal","No additional effect.",
"Mega Punch","Normal","Physical",80,85,20,0,"normal","No additional effect.",
"Megahorn","Bug","Physical",120,85,10,0,"normal","No additional effect.",
"Memento","Dark","Status",0,100,10,0,"normal","Lowers the target's Attack and Special Attack by 2 stages. The user faints unless this move misses or there is no target. Fails entirely if this move hits a substitute, but does not fail if the target's stats cannot be changed.",
"Menacing Moonraze Maelstrom","Ghost","Special",200,true,1,0,"normal","This move and its effects ignore the Abilities of other Pokemon.",
"Metal Burst","Steel","Physical",0,100,10,0,"scripted","Deals damage to the last opposing Pokemon to hit the user with a physical or special attack this turn equal to 1.5 times the HP lost by the user from that attack, rounded down. If the user did not lose HP from that attack, this move deals 1 HP of damage instead. If that opposing Pokemon's position is no longer in use and there is another opposing Pokemon on the field, the damage is done to it instead. Only the last hit of a multi-hit attack is counted. Fails if the user was not hit by an opposing Pokemon's physical or special attack this turn.",
"Metal Claw","Steel","Physical",50,95,35,0,"normal","Has a 10% chance to raise the user's Attack by 1 stage.",
"Metal Sound","Steel","Status",0,85,40,0,"normal","Lowers the target's Special Defense by 2 stages.",
"Meteor Mash","Steel","Physical",90,90,10,0,"normal","Has a 20% chance to raise the user's Attack by 1 stage.",
"Metronome","Normal","Status",0,true,10,0,"self","A random move is selected for use, other than After You, Assist, Baneful Bunker, Beak Blast, Belch, Bestow, Celebrate, Chatter, Copycat, Counter, Covet, Crafty Shield, Destiny Bond, Detect, Diamond Storm, Dragon Ascent, Endure, Feint, Fleur Cannon, Focus Punch, Follow Me, Freeze Shock, Helping Hand, Hold Hands, Hyperspace Fury, Hyperspace Hole, Ice Burn, Instruct, King's Shield, Light of Ruin, Mat Block, Me First, Metronome, Mimic, Mind Blown, Mirror Coat, Mirror Move, Nature Power, Origin Pulse, Photon Geyser, Plasma Fists, Precipice Blades, Protect, Quash, Quick Guard, Rage Powder, Relic Song, Secret Sword, Shell Trap, Sketch, Sleep Talk, Snarl, Snatch, Snore, Spectral Thief, Spiky Shield, Spotlight, Steam Eruption, Struggle, Switcheroo, Techno Blast, Thief, Thousand Arrows, Thousand Waves, Transform, Trick, V-create, or Wide Guard.",
"Milk Drink","Normal","Status",0,true,10,0,"self","The user restores 1/2 of its maximum HP, rounded half up.",
"Mimic","Normal","Status",0,true,10,0,"normal","While the user remains active, this move is replaced by the last move used by the target. The copied move has the maximum PP for that move. Fails if the target has not made a move, if the user has Transformed, if the user already knows the move, or if the move is Chatter, Mimic, Sketch, Struggle, Transform, or any Z-Move.",
"Mind Blown","Fire","Special",150,100,5,0,"allAdjacent","Whether or not this move is successful and even if it would cause fainting, the user loses 1/2 of its maximum HP, rounded up, unless the user has the Magic Guard Ability. This move is prevented from executing and the user does not lose HP if any active Pokemon has the Damp Ability, or if this move is Fire type and the user is affected by Powder or the weather is Primordial Sea.",
"Mind Reader","Normal","Status",0,true,5,0,"normal","Until the end of the next turn, the target cannot avoid the user's moves, even if the target is in the middle of a two-turn move. The effect ends if either the user or the target leaves the field. Fails if this effect is active for the user.",
"Minimize","Normal","Status",0,true,10,0,"self","Raises the user's evasiveness by 2 stages. Whether or not the user's evasiveness was changed, Body Slam, Dragon Rush, Flying Press, Heat Crash, Heavy Slam, Malicious Moonsault, Steamroller, and Stomp will not check accuracy and have their damage doubled if used against the user while it is active.",
"Miracle Eye","Psychic","Status",0,true,40,0,"normal","As long as the target remains active, its evasiveness stat stage is ignored during accuracy checks against it if it is greater than 0, and Psychic-type attacks can hit the target if it is a Dark type. Fails if the target is already affected, or affected by Foresight or Odor Sleuth.",
"Mirror Coat","Psychic","Special",0,100,20,-5,"scripted","Deals damage to the last opposing Pokemon to hit the user with a special attack this turn equal to twice the HP lost by the user from that attack. If the user did not lose HP from the attack, this move deals 1 HP of damage instead. If that opposing Pokemon's position is no longer in use and there is another opposing Pokemon on the field, the damage is done to it instead. Only the last hit of a multi-hit attack is counted. Fails if the user was not hit by an opposing Pokemon's special attack this turn.",
"Mirror Move","Flying","Status",0,true,20,0,"normal","The user uses the last move used by the target. The copied move is used against that target, if possible. Fails if the target has not made a move, or if the last move used cannot be copied by this move.",
"Mirror Shot","Steel","Special",65,85,10,0,"normal","Has a 30% chance to lower the target's accuracy by 1 stage.",
"Mist","Ice","Status",0,true,30,0,"allySide","For 5 turns, the user and its party members are protected from having their stat stages lowered by other Pokemon. Fails if the effect is already active on the user's side.",
"Mist Ball","Psychic","Special",70,100,5,0,"normal","Has a 50% chance to lower the target's Special Attack by 1 stage.",
"Misty Terrain","Fairy","Status",0,true,10,0,"all","For 5 turns, the terrain becomes Misty Terrain. During the effect, the power of Dragon-type attacks used against grounded Pokemon is multiplied by 0.5 and grounded Pokemon cannot be inflicted with a non-volatile status condition nor confusion. Grounded Pokemon can become affected by Yawn but cannot fall asleep from its effect. Camouflage transforms the user into a Fairy type, Nature Power becomes Moonblast, and Secret Power has a 30% chance to lower Special Attack by 1 stage. Fails if the current terrain is Misty Terrain.",
"Moonblast","Fairy","Special",95,100,15,0,"normal","Has a 30% chance to lower the target's Special Attack by 1 stage.",
"Moongeist Beam","Ghost","Special",100,100,5,0,"normal","This move and its effects ignore the Abilities of other Pokemon.",
"Moonlight","Fairy","Status",0,true,5,0,"self","The user restores 1/2 of its maximum HP if Delta Stream or no weather conditions are in effect, 2/3 of its maximum HP if the weather is Desolate Land or Sunny Day, and 1/4 of its maximum HP if the weather is Hail, Primordial Sea, Rain Dance, or Sandstorm, all rounded half down.",
"Morning Sun","Normal","Status",0,true,5,0,"self","The user restores 1/2 of its maximum HP if Delta Stream or no weather conditions are in effect, 2/3 of its maximum HP if the weather is Desolate Land or Sunny Day, and 1/4 of its maximum HP if the weather is Hail, Primordial Sea, Rain Dance, or Sandstorm, all rounded half down.",
"Mud Bomb","Ground","Special",65,85,10,0,"normal","Has a 30% chance to lower the target's accuracy by 1 stage.",
"Mud Shot","Ground","Special",55,95,15,0,"normal","Has a 100% chance to lower the target's Speed by 1 stage.",
"Mud Sport","Ground","Status",0,true,15,0,"all","For 5 turns, all Electric-type attacks used by any active Pokemon have their power multiplied by 0.33. Fails if this effect is already active.",
"Mud-Slap","Ground","Special",20,100,10,0,"normal","Has a 100% chance to lower the target's accuracy by 1 stage.",
"Muddy Water","Water","Special",90,85,10,0,"allAdjacentFoes","Has a 30% chance to lower the target's accuracy by 1 stage.",
"Multi-Attack","Normal","Physical",90,100,10,0,"normal","This move's type depends on the user's held Memory.",
"Mystical Fire","Fire","Special",75,100,10,0,"normal","Has a 100% chance to lower the target's Special Attack by 1 stage.",
"Nasty Plot","Dark","Status",0,true,20,0,"self","Raises the user's Special Attack by 2 stages.",
"Natural Gift","Normal","Physical",0,100,15,0,"normal","The type and power of this move depend on the user's held Berry, and the Berry is lost. Fails if the user is not holding a Berry, if the user has the Klutz Ability, or if Embargo or Magic Room is in effect for the user.",
"Nature Power","Normal","Status",0,true,20,0,"normal","This move calls another move for use based on the battle terrain. Tri Attack on the regular Wi-Fi terrain, Thunderbolt during Electric Terrain, Moonblast during Misty Terrain, Energy Ball during Grassy Terrain, and Psychic during Psychic Terrain.",
"Nature's Madness","Fairy","Special",0,90,10,0,"normal","Deals damage to the target equal to half of its current HP, rounded down, but not less than 1 HP.",
"Needle Arm","Grass","Physical",60,100,15,0,"normal","Has a 30% chance to make the target flinch.",
"Never-Ending Nightmare","Ghost","Physical",1,true,1,0,"normal","Power is equal to the base move's Z-Power.",
"Night Daze","Dark","Special",85,95,10,0,"normal","Has a 40% chance to lower the target's accuracy by 1 stage.",
"Night Shade","Ghost","Special",0,100,15,0,"normal","Deals damage to the target equal to the user's level.",
"Night Slash","Dark","Physical",70,100,15,0,"normal","Has a higher chance for a critical hit.",
"Nightmare","Ghost","Status",0,100,15,0,"normal","Causes the target to lose 1/4 of its maximum HP, rounded down, at the end of each turn as long as it is asleep. This move does not affect the target unless it is asleep. The effect ends when the target wakes up, even if it falls asleep again in the same turn.",
"Noble Roar","Normal","Status",0,100,30,0,"normal","Lowers the target's Attack and Special Attack by 1 stage.",
"Nuzzle","Electric","Physical",20,100,20,0,"normal","Has a 100% chance to paralyze the target.",
"Oblivion Wing","Flying","Special",80,100,10,0,"any","The user recovers 3/4 the HP lost by the target, rounded half up. If Big Root is held by the user, the HP recovered is 1.3x normal, rounded half down.",
"Oceanic Operetta","Water","Special",195,true,1,0,"normal","No additional effect.",
"Octazooka","Water","Special",65,85,10,0,"normal","Has a 50% chance to lower the target's accuracy by 1 stage.",
"Odor Sleuth","Normal","Status",0,true,40,0,"normal","As long as the target remains active, its evasiveness stat stage is ignored during accuracy checks against it if it is greater than 0, and Normal- and Fighting-type attacks can hit the target if it is a Ghost type. Fails if the target is already affected, or affected by Foresight or Miracle Eye.",
"Ominous Wind","Ghost","Special",60,100,5,0,"normal","Has a 10% chance to raise the user's Attack, Defense, Special Attack, Special Defense, and Speed by 1 stage.",
"Origin Pulse","Water","Special",110,85,10,0,"allAdjacentFoes","No additional effect.",
"Outrage","Dragon","Physical",120,100,10,0,"randomNormal","The user spends two or three turns locked into this move and becomes confused immediately after its move on the last turn of the effect if it is not already. This move targets an opposing Pokemon at random on each turn. If the user is prevented from moving, is asleep at the beginning of a turn, or the attack is not successful against the target on the first turn of the effect or the second turn of a three-turn effect, the effect ends without causing confusion. If this move is called by Sleep Talk and the user is asleep, the move is used for one turn and does not confuse the user.",
"Overheat","Fire","Special",130,90,5,0,"normal","Lowers the user's Special Attack by 2 stages.",
"Pain Split","Normal","Status",0,true,20,0,"normal","The user and the target's HP become the average of their current HP, rounded down, but not more than the maximum HP of either one.",
"Parabolic Charge","Electric","Special",65,100,20,0,"allAdjacent","The user recovers 1/2 the HP lost by the target, rounded half up. If Big Root is held by the user, the HP recovered is 1.3x normal, rounded half down.",
"Parting Shot","Dark","Status",0,100,20,0,"normal","Lowers the target's Attack and Special Attack by 1 stage. If this move is successful, the user switches out even if it is trapped and is replaced immediately by a selected party member. The user does not switch out if the target's Attack and Special Attack stat stages were both unchanged, or if there are no unfainted party members.",
"Pay Day","Normal","Physical",40,100,20,0,"normal","No additional effect.",
"Payback","Dark","Physical",50,100,10,0,"normal","Power doubles if the user moves after the target this turn, including actions taken through Instruct or the Dancer Ability. Switching in does not count as an action.",
"Peck","Flying","Physical",35,100,35,0,"any","No additional effect.",
"Perish Song","Normal","Status",0,true,5,0,"all","Each active Pokemon receives a perish count of 4 if it doesn't already have a perish count. At the end of each turn including the turn used, the perish count of all active Pokemon lowers by 1 and Pokemon faint if the number reaches 0. The perish count is removed from Pokemon that switch out. If a Pokemon uses Baton Pass while it has a perish count, the replacement will gain the perish count and continue to count down.",
"Petal Blizzard","Grass","Physical",90,100,15,0,"allAdjacent","No additional effect.",
"Petal Dance","Grass","Special",120,100,10,0,"randomNormal","The user spends two or three turns locked into this move and becomes confused immediately after its move on the last turn of the effect if it is not already. This move targets an opposing Pokemon at random on each turn. If the user is prevented from moving, is asleep at the beginning of a turn, or the attack is not successful against the target on the first turn of the effect or the second turn of a three-turn effect, the effect ends without causing confusion. If this move is called by Sleep Talk and the user is asleep, the move is used for one turn and does not confuse the user.",
"Phantom Force","Ghost","Physical",90,100,10,0,"normal","If this move is successful, it breaks through the target's Baneful Bunker, Detect, King's Shield, Protect, or Spiky Shield for this turn, allowing other Pokemon to attack the target normally. If the target's side is protected by Crafty Shield, Mat Block, Quick Guard, or Wide Guard, that protection is also broken for this turn and other Pokemon may attack the target's side normally. This attack charges on the first turn and executes on the second. On the first turn, the user avoids all attacks. If the user is holding a Power Herb, the move completes in one turn.",
"Photon Geyser","Psychic","Special",100,100,5,0,"normal","This move becomes a physical attack if the user's Attack is greater than its Special Attack, including stat stage changes. This move and its effects ignore the Abilities of other Pokemon.",
"Pin Missile","Bug","Physical",25,95,20,0,"normal","Hits two to five times. Has a 35% chance to hit two or three times and a 15% chance to hit four or five times. If one of the hits breaks the target's substitute, it will take damage for the remaining hits. If the user has the Skill Link Ability, this move will always hit five times.",
"Plasma Fists","Electric","Physical",100,100,15,0,"normal","If this move is successful, causes Normal-type moves to become Electric type this turn.",
"Play Nice","Normal","Status",0,true,20,0,"normal","Lowers the target's Attack by 1 stage.",
"Play Rough","Fairy","Physical",90,90,10,0,"normal","Has a 10% chance to lower the target's Attack by 1 stage.",
"Pluck","Flying","Physical",60,100,20,0,"any","If this move is successful and the user has not fainted, it steals the target's held Berry if it is holding one and eats it immediately, gaining its effects even if the user's item is being ignored. Items lost to this move cannot be regained with Recycle or the Harvest Ability.",
"Poison Fang","Poison","Physical",50,100,15,0,"normal","Has a 50% chance to badly poison the target.",
"Poison Gas","Poison","Status",0,90,40,0,"allAdjacentFoes","Poisons the target.",
"Poison Jab","Poison","Physical",80,100,20,0,"normal","Has a 30% chance to poison the target.",
"Poison Powder","Poison","Status",0,75,35,0,"normal","Poisons the target.",
"Poison Sting","Poison","Physical",15,100,35,0,"normal","Has a 30% chance to poison the target.",
"Poison Tail","Poison","Physical",50,100,25,0,"normal","Has a 10% chance to poison the target and a higher chance for a critical hit.",
"Pollen Puff","Bug","Special",90,100,15,0,"normal","If the target is an ally, this move restores 1/2 of its maximum HP, rounded down, instead of dealing damage.",
"Pound","Normal","Physical",40,100,35,0,"normal","No additional effect.",
"Powder","Bug","Status",0,100,20,1,"normal","If the target uses a Fire-type move this turn, it is prevented from executing and the target loses 1/4 of its maximum HP, rounded half up. This effect does not happen if the Fire-type move is prevented by Primordial Sea.",
"Powder Snow","Ice","Special",40,100,25,0,"allAdjacentFoes","Has a 10% chance to freeze the target.",
"Power Gem","Rock","Special",80,100,20,0,"normal","No additional effect.",
"Power Split","Psychic","Status",0,true,10,0,"normal","The user and the target have their Attack and Special Attack stats set to be equal to the average of the user and the target's Attack and Special Attack stats, respectively, rounded down. Stat stage changes are unaffected.",
"Power Swap","Psychic","Status",0,true,10,0,"normal","The user swaps its Attack and Special Attack stat stage changes with the target.",
"Power Trick","Psychic","Status",0,true,10,0,"self","The user swaps its Attack and Defense stats, and stat stage changes remain on their respective stats. This move can be used again to swap the stats back. If the user uses Baton Pass, the replacement will have its Attack and Defense stats swapped if the effect is active. If the user has its stats recalculated by changing forme while its stats are swapped, this effect is ignored but is still active for the purposes of Baton Pass.",
"Power Trip","Dark","Physical",20,100,10,0,"normal","Power is equal to 20+(X*20), where X is the user's total stat stage changes that are greater than 0.",
"Power Whip","Grass","Physical",120,85,10,0,"normal","No additional effect.",
"Power-Up Punch","Fighting","Physical",40,100,20,0,"normal","Has a 100% chance to raise the user's Attack by 1 stage.",
"Precipice Blades","Ground","Physical",120,85,10,0,"allAdjacentFoes","No additional effect.",
"Present","Normal","Physical",0,90,15,0,"normal","If this move is successful, it deals damage or heals the target. 40% chance for 40 power, 30% chance for 80 power, 10% chance for 120 power, and 20% chance to heal the target by 1/4 of its maximum HP, rounded down.",
"Prismatic Laser","Psychic","Special",160,100,10,0,"normal","If this move is successful, the user must recharge on the following turn and cannot select a move.",
"Protect","Normal","Status",0,true,10,4,"self","The user is protected from most attacks made by other Pokemon during this turn. This move has a 1/X chance of being successful, where X starts at 1 and triples each time this move is successfully used. X resets to 1 if this move fails, if the user's last move used is not Baneful Bunker, Detect, Endure, King's Shield, Protect, Quick Guard, Spiky Shield, or Wide Guard, or if it was one of those moves and the user's protection was broken. Fails if the user moves last this turn.",
"Psybeam","Psychic","Special",65,100,20,0,"normal","Has a 10% chance to confuse the target.",
"Psych Up","Normal","Status",0,true,10,0,"normal","The user copies all of the target's current stat stage changes.",
"Psychic","Psychic","Special",90,100,10,0,"normal","Has a 10% chance to lower the target's Special Defense by 1 stage.",
"Psychic Fangs","Psychic","Physical",85,100,10,0,"normal","If this attack does not miss, the effects of Reflect, Light Screen, and Aurora Veil end for the target's side of the field before damage is calculated.",
"Psychic Terrain","Psychic","Status",0,true,10,0,"all","For 5 turns, the terrain becomes Psychic Terrain. During the effect, the power of Psychic-type attacks made by grounded Pokemon is multiplied by 1.5 and grounded Pokemon cannot be hit by moves with priority greater than 0, unless the target is an ally. Camouflage transforms the user into a Psychic type, Nature Power becomes Psychic, and Secret Power has a 30% chance to lower the target's Speed by 1 stage. Fails if the current terrain is Psychic Terrain.",
"Psycho Boost","Psychic","Special",140,90,5,0,"normal","Lowers the user's Special Attack by 2 stages.",
"Psycho Cut","Psychic","Physical",70,100,20,0,"normal","Has a higher chance for a critical hit.",
"Psycho Shift","Psychic","Status",0,100,10,0,"normal","The user's non-volatile status condition is transferred to the target, and the user is then cured. Fails if the user has no non-volatile status condition or if the target already has one.",
"Psyshock","Psychic","Special",80,100,10,0,"normal","Deals damage to the target based on its Defense instead of Special Defense.",
"Psystrike","Psychic","Special",100,100,10,0,"normal","Deals damage to the target based on its Defense instead of Special Defense.",
"Psywave","Psychic","Special",0,100,15,0,"normal","Deals damage to the target equal to (user's level) * (X + 50) / 100, where X is a random number from 0 to 100, rounded down, but not less than 1 HP.",
"Pulverizing Pancake","Normal","Physical",210,true,1,0,"normal","No additional effect.",
"Punishment","Dark","Physical",0,100,5,0,"normal","Power is equal to 60+(X*20), where X is the target's total stat stage changes that are greater than 0, but not more than 200 power.",
"Purify","Poison","Status",0,true,20,0,"normal","The target is cured if it has a non-volatile status condition. If the target was cured, the user restores 1/2 of its maximum HP, rounded down.",
"Pursuit","Dark","Physical",40,100,20,0,"normal","If an adjacent opposing Pokemon switches out this turn, this move hits that Pokemon before it leaves the field, even if it was not the original target. If the user moves after an opponent using Parting Shot, U-turn, or Volt Switch, but not Baton Pass, it will hit that opponent before it leaves the field. Power doubles and no accuracy check is done if the user hits an opponent switching out, and the user's turn is over; if an opponent faints from this, the replacement Pokemon does not become active until the end of the turn.",
"Quash","Dark","Status",0,100,15,0,"normal","Causes the target to take its turn after all other Pokemon this turn, no matter the priority of its selected move. Fails if the target already moved this turn.",
"Quick Attack","Normal","Physical",40,100,30,1,"normal","No additional effect.",
"Quick Guard","Fighting","Status",0,true,15,3,"allySide","The user and its party members are protected from attacks with original or altered priority greater than 0 made by other Pokemon, including allies, during this turn. This move modifies the same 1/X chance of being successful used by other protection moves, where X starts at 1 and triples each time this move is successfully used, but does not use the chance to check for failure. X resets to 1 if this move fails, if the user's last move used is not Baneful Bunker, Detect, Endure, King's Shield, Protect, Quick Guard, Spiky Shield, or Wide Guard, or if it was one of those moves and the user's protection was broken. Fails if the user moves last this turn or if this move is already in effect for the user's side.",
"Quiver Dance","Bug","Status",0,true,20,0,"self","Raises the user's Special Attack, Special Defense, and Speed by 1 stage.",
"Rage","Normal","Physical",20,100,20,0,"normal","Once this move is successfully used, the user's Attack is raised by 1 stage every time it is hit by another Pokemon's attack as long as this move is chosen for use.",
"Rage Powder","Bug","Status",0,true,20,2,"self","Until the end of the turn, all single-target attacks from the opposing side are redirected to the user. Such attacks are redirected to the user before they can be reflected by Magic Coat or the Magic Bounce Ability, or drawn in by the Lightning Rod or Storm Drain Abilities. Fails if it is not a Double Battle or Battle Royal. This effect is ignored while the user is under the effect of Sky Drop.",
"Rain Dance","Water","Status",0,true,5,0,"all","For 5 turns, the weather becomes Rain Dance. The damage of Water-type attacks is multiplied by 1.5 and the damage of Fire-type attacks is multiplied by 0.5 during the effect. Lasts for 8 turns if the user is holding Damp Rock. Fails if the current weather is Rain Dance.",
"Rapid Spin","Normal","Physical",20,100,40,0,"normal","If this move is successful and the user has not fainted, the effects of Leech Seed and binding moves end for the user, and all hazards are removed from the user's side of the field.",
"Razor Leaf","Grass","Physical",55,95,25,0,"allAdjacentFoes","Has a higher chance for a critical hit.",
"Razor Shell","Water","Physical",75,95,10,0,"normal","Has a 50% chance to lower the target's Defense by 1 stage.",
"Razor Wind","Normal","Special",80,100,10,0,"allAdjacentFoes","Has a higher chance for a critical hit. This attack charges on the first turn and executes on the second. If the user is holding a Power Herb, the move completes in one turn.",
"Recover","Normal","Status",0,true,10,0,"self","The user restores 1/2 of its maximum HP, rounded half up.",
"Recycle","Normal","Status",0,true,10,0,"self","The user regains the item it last used. Fails if the user is holding an item, if the user has not held an item, if the item was a popped Air Balloon, if the item was picked up by a Pokemon with the Pickup Ability, or if the item was lost to Bug Bite, Covet, Incinerate, Knock Off, Pluck, or Thief. Items thrown with Fling can be regained.",
